_id,id_local,id_distrito_local,desc_distrito_local,desc_barrio_local,clase_vial_edificio,num_edificio,Cod_Postal,coordenada_x_local,coordenada_y_local,desc_situacion_local,Nombre,id_periodo_terraza,desc_periodo_terraza,id_situacion_terraza,desc_situacion_terraza,Superficie_ES,DESC_CLASE,DESC_NOMBRE,num_terraza,cal_terraza,desc_ubicacion_terraza,hora_ini_LJ_es,hora_fin_LJ_es,hora_ini_LJ_ra,hora_fin_LJ_ra,hora_ini_VS_es,hora_fin_VS_es,hora_ini_VS_ra,hora_fin_VS_ra,mesas_aux_es,mesas_aux_ra,mesas_es,mesas_ra,sillas_es,sillas_ra,,__1,__2,__3,__4,__5,__6,__7,inspeccionar,estado,revision.prox_inspeccion,revision.puntuacion,revision.comentario
2147,270533031,15,CIUDAD LINEAL,COSTILLARES,CALLE,12,28033,"443410,6","4480892,51",Abierto,BAR L C,1,Anual,1,Abierta,"25,74",CALLE,JAZMIN,12,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,11,11,41,,,,,,,,,,true,,10,80,separar las mesas
2148,270176173,15,CIUDAD LINEAL,COSTILLARES,CALLE,32,28033,"443461,61","4481075,51",Abierto,CAFETERIA JIMENEZ,1,Anual,1,Abierta,"19,44",CALLE,JAZMIN,32,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,6,6,24,,,,,,,,,,false,3,10,80,separar las mesas
2149,270527064,15,CIUDAD LINEAL,COSTILLARES,CALLE,34,28033,"443479,61","4481072,51",Abierto,EL RINCON DEL JAMON,1,Anual,1,Abierta,"6,48",CALLE,JAZMIN,34,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,2,2,8,,,,,,,,,,false,1,10,80,separar las mesas
2150,280072564,15,CIUDAD LINEAL,CONCEPCION,CALLE,41,28027,"445369,57","4476828,47",Abierto,CAFERERIA BAR LAS TRES CORONAS,1,Anual,1,Abierta,"11,64",CALLE,JOSE DEL HIERRO,41,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,6,6,17,,,,,,,,,,false,2,10,80,separar las mesas
2151,150001960,15,CIUDAD LINEAL,QUINTANA,CALLE,20,28027,"445283,57","4476395,47",Abierto,EL CASTILLO BAR CERVECERIA,1,Anual,1,Abierta,"2,88",CALLE,HERMANOS DE PABLO,20,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,2,2,4,,,,,,,,,,false,1,10,80,separar las mesas
2152,270369967,11,CARABANCHEL,VISTA ALEGRE,AVENIDA,47,28047,"436614,6","4470649,55",Abierto,LA PARADA,2,Estacional,1,Abierta,"3,18",AVENIDA,NUESTRA SE?ORA DE FATIMA,47,,Acera,10:00:00,00:00:00,,,10:00:00,23:30:00,,,0,,3,,6,,,,,,,,,,false,1,10,80,separar las mesas
2154,285045103,15,CIUDAD LINEAL,PUEBLO NUEVO,CALLE,3,28017,"446457,56","4475341,45",Abierto,SIN ROTULO,2,Estacional,1,Abierta,"48,6",CALLE,BETANCUNIA,3,,Calle peatonal,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,15,,60,,,,,,,,,,,,10,80,separar las mesas
2157,280072533,15,CIUDAD LINEAL,QUINTANA,CALLE,48,28027,"444787,57","4476224,48",Abierto,BAR RESTAURANTE LECHONA TAMAL Y MONDONGO,1,Anual,1,Abierta,"25,6",CALLE,CONCEJAL JULIO GOMEZ,19,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,10,10,40,,,,,,,,,,false,3,10,80,separar las mesas
2158,270478412,15,CIUDAD LINEAL,CONCEPCION,AVENIDA,6,28027,"444116,58","4476224,49",Abierto,LA GIRALDA,2,Estacional,1,Abierta,"8,06",AVENIDA,DONOSTIARRA,6,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,4,,10,,,,,,,,,,false,2,10,80,separar las mesas
2159,270173159,15,CIUDAD LINEAL,CONCEPCION,AVENIDA,20,28027,"444258,58","4476199,48",Abierto,CAFE BAR NEVADA,2,Estacional,1,Abierta,"4,32",AVENIDA,DONOSTIARRA,20,,Acera,8:00:00,00:00:00,10:00:00,0:00:00,8:00:00,1:30:00,10:00:00,0:00:00,0,0,3,3,6,,,,,,,,,,false,1,10,80,separar las mesas
2161,270173096,15,CIUDAD LINEAL,CONCEPCION,AVENIDA,25,28027,"444317,58","4476231,48",Abierto,BAR CAYPI,2,Estacional,1,Abierta,"7,2",AVENIDA,DONOSTIARRA,25,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,5,,10,,,,,,,,,,false,2,10,80,separar las mesas
2162,270487051,15,CIUDAD LINEAL,COSTILLARES,CALLE,7,28033,"443804,61","4481370,51",Abierto,RESTAURANTE EPOCA,1,Anual,1,Abierta,"22,86",CALLE,DULZAINA,7,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,15,15,49,,,,,,,,,,true,,10,80,separar las mesas
2163,280072453,15,CIUDAD LINEAL,QUINTANA,CALLE,78,28027,"445092,57","4476216,47",Abierto,MESON BRASA,2,Estacional,1,Abierta,"53,68",CALLE,ELFO,78,D,Calle peatonal,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,17,17,62,D,,,,,,,,,,,10,80,separar las mesas
2164,270169079,15,CIUDAD LINEAL,PUEBLO NUEVO,CALLE,4,28017,"445376,57","4476193,47",Abierto,BAR ZURICH,2,Estacional,1,Abierta,"11,7",CALLE,EMILIO FERRARI,4,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,5,,15,,,,,,,,,,false,2,10,80,separar las mesas
2165,280071610,15,CIUDAD LINEAL,PUEBLO NUEVO,CALLE,14,28017,"445403,57","4476147,47",Abierto,LAMADREBAR,2,Estacional,1,Abierta,"13,39",CALLE,EMILIO FERRARI,14,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,6,,17,,,,,,,,,,false,2,10,80,separar las mesas
2169,280060672,18,VILLA DE VALLECAS,ENSANCHE DE VALLECAS,AVENIDA,32,28051,"449756,51","4468057,39",Abierto,HELADER?A TUCHI,1,Anual,1,Abierta,"79,7",AVENIDA,GRAN VIA DEL SURESTE,32,F,Bulevar,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,20,12,80,F,,,,,,,,,,,10,80,separar las mesas
2170,270211778,15,CIUDAD LINEAL,CONCEPCION,CALLE,31,28027,"444918,57","4476611,48",Abierto,CERVECERIA EL 31,1,Anual,1,Abierta,"22,37",CALLE,VIRGEN DEL PORTILLO,31,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,1,1,8,8,30,,,,,,,,,,false,3,10,80,separar las mesas
2171,270350715,15,CIUDAD LINEAL,COSTILLARES,CALLE,315,28033,"443318,61","4481168,51",Abierto,NUEVO JIMENEZ,1,Anual,1,Abierta,"10,65",CALLE,ARTURO SORIA,315,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,6,6,14,,,,,,,,,,false,2,10,80,separar las mesas
2172,270414502,15,CIUDAD LINEAL,VENTAS,CALLE,40,28017,"444472,57","4475656,48",Abierto,BAR RESTAURANTE DON GIL,1,Anual,1,Abierta,"23,22",CALLE,CIPRIANO SANCHO,40,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,7,7,26,,,,,,,,,,false,3,10,80,separar las mesas
2173,270172338,15,CIUDAD LINEAL,QUINTANA,CALLE,323,28027,"444838,57","4476027,48",Abierto,BAR JOSE LUIS PAUL,2,Estacional,1,Abierta,"13,76",CALLE,CONCEJAL JULIO GOMEZ,2,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,6,,20,,,,,,,,,,false,2,10,80,separar las mesas
2174,270173095,15,CIUDAD LINEAL,CONCEPCION,AVENIDA,27,28027,"444335,58","4476228,48",Abierto,BAR RIO,1,Anual,1,Abierta,"11,92",AVENIDA,DONOSTIARRA,27,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,7,7,15,,,,,,,,,,false,2,10,80,separar las mesas
2175,270173093,15,CIUDAD LINEAL,CONCEPCION,AVENIDA,27,28027,"444338,58","4476234,48",Abierto,CAFETERIA LA LEONESA I,1,Anual,1,Abierta,"8,64",AVENIDA,DONOSTIARRA,27,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,6,6,12,,,,,,,,,,false,2,10,80,separar las mesas
2176,270169071,15,CIUDAD LINEAL,PUEBLO NUEVO,CALLE,356,28027,"445358,57","4476222,47",Abierto,JUNQUERAL MARISQUERIA,1,Anual,1,Abierta,"8,08",CALLE,ALCALA,356,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,5,0,10,,,,,,,,,,true,2,10,80,separar las mesas
2179,280020898,3,RETIRO,PACIFICO,TRAVESIA,8,28007,"442198,58","4472622,51",Abierto,"EXCLUSIVE PREMIUM BAR,INTERNATIONAL CUISINE,SHISHA?S LOUNGE, OUTLET",2,Estacional,1,Abierta,"35,11",TRAVESIA,TELLEZ,8,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,2,,17,,56,,,,,,,,,,true,,10,80,separar las mesas
2180,270226785,3,RETIRO,NI?O JESUS,CALLE,28,28007,"443100,57","4473301,5",Abierto,LA PARISIENA,2,Estacional,1,Abierta,"26,01",CALLE,ANGEL GANIVET,28,A,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,2,,13,,47,A,,,,,,,,,true,,10,80,separar las mesas
2182,270064783,3,RETIRO,LOS JERONIMOS,PLAZA,3,28014,"441274,59","4474152,52",Abierto,SIGUERO,1,Anual,1,Abierta,"75,13",PLAZA,LEALTAD,3,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,19,19,58,,,,,,,,,,true,,10,80,separar las mesas
2183,270282330,3,RETIRO,PACIFICO,AVENIDA,32,28007,"442918,57","4473123,5",Abierto,CAFE BAR TROY,2,Estacional,1,Abierta,"39,3",AVENIDA,MEDITERRANEO,32,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,2,,13,,47,,,,,,,,,,true,,10,80,separar las mesas
2185,270457083,19,VICALVARO,CASCO H.VICALVARO,CALLE,39,28032,"448806,54","4472783,41",Abierto,"BAR EL TOLEDANO SAN CI, 39",1,Anual,1,Abierta,"32,25",CALLE,SAN CIPRIANO,39,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,10,10,35,,,,,,,,,,false,3,10,80,separar las mesas
2189,280047253,8,FUENCARRAL-EL PARDO,EL PILAR,AVENIDA,39,28029,"440061,62","4480617,55",Abierto,BAR SAN ANTONIO,1,Anual,1,Abierta,"40,6",AVENIDA,EL FERROL,39,,Superficie en parcela privada,9:00:00,00:00:00,9:00:00,0:00:00,9:00:00,2:00:00,9:00:00,0:00:00,0,0,8,8,32,,,,,,,,,,,,10,80,separar las mesas
2190,280043445,10,LATINA,LAS AGUILAS,CALLE,2,28044,"434821,62","4470596,57",Abierto,BAR PARIS,1,Anual,1,Abierta,"28,15",CALLE,DOCTOR BLANCO SOLER,2,,Superficie en parcela privada,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,0,0,8,8,30,,,,,,,,,,,,10,80,separar las mesas
2192,30001361,3,RETIRO,LOS JERONIMOS,PLAZA,10,28001,"441518,59","4474540,52",Abierto,HARINA,1,Anual,1,Abierta,"93,24",PLAZA,INDEPENDENCIA,10,,Plaza con bandas permanentes de circulaci? rodada,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,19,76,19,,,,,,,,,,,,10,80,separar las mesas
2193,270062995,3,RETIRO,IBIZA,CALLE,72,28009,"442605,58","4474309,51",Abierto,TOMA JAM?N,1,Anual,1,Abierta,"56,1",CALLE,NARVAEZ,72,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,16,16,55,,,,,,,,,,true,,10,80,separar las mesas
2195,270029293,3,RETIRO,PACIFICO,AVENIDA,24,28007,"442759,57","4473142,5",Abierto,BURGER KING,2,Estacional,1,Abierta,"32,4",AVENIDA,MEDITERRANEO,24,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,,10,,40,,,,,,,,,,false,3,10,80,separar las mesas
2196,270315556,3,RETIRO,NI?O JESUS,AVENIDA,39,28007,"443054,57","4473148,5",Abierto,VIENA AZUL,2,Estacional,1,Abierta,"25,92",AVENIDA,MEDITERRANEO,39,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,9,,36,,,,,,,,,,false,3,10,80,separar las mesas
2197,270475000,3,RETIRO,PACIFICO,CALLE,29,28007,"442438,58","4472594,51",Abierto,ALQUITARA,1,Anual,1,Abierta,"63,37",CALLE,TELLEZ,29,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,3,1,23,23,100,,,,,,,,,,true,,10,80,separar las mesas
2203,270282419,15,CIUDAD LINEAL,QUINTANA,CALLE,423,28027,"445944,57","4476589,46",Abierto,JOTA CINCO,1,Anual,1,Abierta,"5,76",CALLE,ALCALA,423,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,4,4,8,,,,,,,,,,true,1,10,80,separar las mesas
2205,285044039,15,CIUDAD LINEAL,VENTAS,CALLE,7,28017,"444969,57","4475578,47",Abierto,BAR,1,Anual,1,Abierta,"35,1",CALLE,FRANCISCO VILLAESPESA,7,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,10,10,36,,,,,,,,,,false,3,10,80,separar las mesas
2206,280071930,15,CIUDAD LINEAL,PUEBLO NUEVO,CALLE,10,28017,"445884,56","4475183,46",Abierto,BAR PORSI,1,Anual,1,Abierta,"15,52",CALLE,GARCIA SALAZAR,10,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,7,7,25,,,,,,,,,,false,3,10,80,separar las mesas
2207,270350834,15,CIUDAD LINEAL,PUEBLO NUEVO,CALLE,46,28017,"445553,57","4475743,47",Abierto,LA PARRILLA,2,Estacional,1,Abierta,"14,04",CALLE,GUTIERRE DE CETINA,46,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,6,,18,,,,,,,,,,false,2,10,80,separar las mesas
2208,150000807,15,CIUDAD LINEAL,PUEBLO NUEVO,CALLE,87,28017,"445666,57","4475602,46",Abierto,BAR BARRANCO,1,Anual,1,Abierta,"11,7",CALLE,GUTIERRE DE CETINA,87,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,5,5,15,,,,,,,,,,false,2,10,80,separar las mesas
2209,270027110,15,CIUDAD LINEAL,CONCEPCION,CALLE,59,28027,"445511,57","4476906,47",Abierto,CAFETERIA FUENTE DE,1,Anual,1,Abierta,"18,2",CALLE,JOSE DEL HIERRO,59,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,8,8,27,,,,,,,,,,false,3,10,80,separar las mesas
2210,270235714,15,CIUDAD LINEAL,QUINTANA,CALLE,62,28027,"445527,57","4476878,47",Abierto,BAR LUVIAL,2,Estacional,1,Abierta,"14,04",CALLE,JOSE DEL HIERRO,62,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,6,,18,,,,,,,,,,false,2,10,80,separar las mesas
2211,270369378,15,CIUDAD LINEAL,VENTAS,CALLE,2,28017,"444336,57","4474827,48",Abierto,AMPARO PELUQUERIA,2,Estacional,1,Abierta,"19,44",CALLE,POETA BLAS DE OTERO,2,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,6,,24,,,,,,,,,,false,3,10,80,separar las mesas
2212,280073029,15,CIUDAD LINEAL,SAN PASCUAL,CALLE,15,28027,"445130,58","4477688,48",Abierto,MESON BALCON  TIETAR II,1,Anual,1,Abierta,"27,81",CALLE,JOSE MARIA CAVERO,15,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,13,13,53,,,,,,,,,,true,,10,80,separar las mesas
2214,270174329,15,CIUDAD LINEAL,SAN PASCUAL,CALLE,27,28027,"444951,58","4477083,48",Abierto,EL HERMOSO VALLE CERVECERIA,1,Anual,1,Abierta,"32,94",CALLE,JUAN PEREZ ZU?IGA,27,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,11,11,49,,,,,,,,,,true,,10,80,separar las mesas
2215,270268154,15,CIUDAD LINEAL,COLINA,CALLE,356,28043,"444037,59","4478855,49",Abierto,GRAN HONG KONG,2,Estacional,1,Abierta,"5,76",CALLE,LOPEZ DE HOYOS,356,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,4,,8,,,,,,,,,,false,1,10,80,separar las mesas
2217,270539437,15,CIUDAD LINEAL,QUINTANA,CALLE,100,28027,"445748,57","4476563,46",Abierto,LA MARINA,2,Estacional,1,Abierta,"28,9",CALLE,LUVA,7,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,10,,40,,,,,,,,,,false,3,10,80,separar las mesas
2219,285046971,15,CIUDAD LINEAL,COSTILLARES,CALLE,85,28033,"443649,6","4480336,5",Abierto,PUNTO Y COMA,2,Estacional,1,Abierta,"9,72",CALLE,MESENA,85,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,3,,12,,,,,,,,,,false,2,10,80,separar las mesas
2220,270322983,2,ARGANZUELA,ACACIAS,CALLE,1,28005,"440151,59","4472848,53",Abierto,CAFETERIA EL SURTIDOR,1,Anual,1,Abierta,"24,7",PASEO,ACACIAS,19,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,10,10,30,,,,,,,,,,false,3,10,80,separar las mesas
2226,10002063,1,CENTRO,PALACIO,CALLE,73,28013,"439697,6","4474968,54",Abierto,STARBUCKS COFFE,1,Anual,1,Abierta,6,CALLE,GRAN VIA,73,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,3,3,9,,,,,,,,,,false,1,10,80,separar las mesas
2227,270221528,8,FUENCARRAL-EL PARDO,EL PARDO,PLAZA,2,28048,"434145,68","4485764,63",Abierto,EL TIO ANTONIO,1,Anual,1,Abierta,"55,68",PLAZA,EL PARDO,2,,Plaza peatonal,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,12,12,48,,,,,,,,,,,,10,80,separar las mesas
2229,270334585,3,RETIRO,PACIFICO,CALLE,20,28007,"442291,58","4472650,51",Abierto,GUISADO MOYA BLANCA FLORA,1,Anual,1,Abierta,"59,69",CALLE,TELLEZ,20,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,19,11,76,,,,,,,,,,true,,10,80,separar las mesas
2230,30000493,3,RETIRO,LOS JERONIMOS,CALLE,12,28014,"441479,59","4474298,52",Abierto,A Z FOOD  AND CAFE,1,Anual,1,Abierta,"1,48",CALLE,JUAN DE MENA,12,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,3,3,6,,,,,,,,,,false,1,10,80,separar las mesas
2231,30001300,3,RETIRO,LOS JERONIMOS,CALLE,10,28014,"441432,59","4474283,52",Abierto,ALFONSO XI,1,Anual,1,Abierta,"19,89",CALLE,ALFONSO XI,13,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,5,5,15,,,,,,,,,,false,2,10,80,separar las mesas
2232,30000865,3,RETIRO,PACIFICO,CALLE,9,28007,"442675,57","4472612,5",Abierto,DONDE SIEMPRE,1,Anual,1,Abierta,"13,48",CALLE,CARIDAD,9,,Acera,10:00:00,00:00:00,10:00:00,1:00:00,10:00:00,2:00:00,10:00:00,2:00:00,0,0,10,10,20,,,,,,,,,,false,2,10,80,separar las mesas
2234,270396723,3,RETIRO,PACIFICO,AVENIDA,7,28007,"442089,58","4472935,51",Abierto,BAR-CAFETERIA  TANAY,2,Estacional,1,Abierta,"11,7",AVENIDA,CIUDAD DE BARCELONA,7,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,5,,15,,,,,,,,,,false,2,10,80,separar las mesas
2235,280020919,3,RETIRO,IBIZA,CALLE,8,28009,"442458,58","4474760,51",Abierto,LA TAGLIATELLA,1,Anual,1,Abierta,"17,17",CALLE,O'DONNELL,8,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,6,6,23,,,,,,,,,,false,3,10,80,separar las mesas
2236,270063018,3,RETIRO,IBIZA,CALLE,21,28009,"442705,58","4474263,5",Abierto,EL TALGO,1,Anual,1,Abierta,"36,4",CALLE,ALCALDE SAINZ DE BARANDA,21,,Bulevar,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,1,1,10,6,25,,,,,,,,,,,,10,80,separar las mesas
2237,270438338,3,RETIRO,IBIZA,CALLE,60,28009,"443061,58","4474354,5",Abierto,TOLEZAMAR BAR RESTAURANTE,2,Estacional,1,Abierta,"24,18",CALLE,IBIZA,60,,Bulevar,8:00:00,00:00:00,,,8:00:00,1:30:00,,,1,,13,,29,,,,,,,,,,,,10,80,separar las mesas
2240,270536657,18,VILLA DE VALLECAS,ENSANCHE DE VALLECAS,CALLE,9,28051,"447118,52","4468796,43",Abierto,R?TULO NO INFORMADO,2,Estacional,1,Abierta,"38,88",CALLE,ALAMEDA DEL VALLE,9,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,2,,12,,56,,,,,,,,,,true,,10,80,separar las mesas
2241,285030921,17,VILLAVERDE,BUTARQUE,CALLE,4,28021,"442632,52","4466314,49",Abierto,HORNO ROSALES,1,Anual,1,Abierta,"16,38",CALLE,ESTEFANITA,28,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,7,7,21,,,,,,,,,,false,3,10,80,separar las mesas
2243,270034144,10,LATINA,PUERTA DEL ANGEL,CALLE,46,28011,"438096,6","4473411,55",Abierto,BAR JANNA,1,Anual,1,Abierta,10,CALLE,PERICLES,2,A,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,3,3,10,,,,,,,,,,false,2,10,80,separar las mesas
2275,270379026,4,SALAMANCA,LISTA,PLAZA,9,28006,"442405,58","4475696,51",Abierto,RESTAURANTE MARTINETE,1,Anual,1,Abierta,"64,75",CALLE,JOSE ORTEGA Y GASSET,38,,Acera,8:00:00,00:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,2,0,16,16,58,,,,,,,,,,true,,10,80,separar las mesas
2277,270525368,1,CENTRO,CORTES,PLAZA,4,28014,"440983,59","4474145,52",Abierto,FABORIT,1,Anual,1,Abierta,"50,96",PLAZA,CORTES,4,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,15,15,61,,,,,,,,,,true,,10,80,separar las mesas
2278,10002074,1,CENTRO,PALACIO,CALLE,2,28013,"439935,6","4474652,53",Abierto,CAFETERIA DOMINGO'S,1,Anual,1,Abierta,"22,36",CALLE,JACOMETREZO,10,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,9,9,27,,,,,,,,,,false,3,10,80,separar las mesas
2281,270184649,18,VILLA DE VALLECAS,CASCO H.VALLECAS,CALLE,21,28031,"447411,52","4469390,43",Abierto,BAR LAS CUBAS,1,Anual,1,Abierta,"19,56",CALLE,CONGOSTO,21,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,8,8,24,,,,,,,,,,false,3,10,80,separar las mesas
2282,270533198,18,VILLA DE VALLECAS,ENSANCHE DE VALLECAS,CALLE,1,28051,"447201,52","4468741,43",Abierto,EL RINCON DE MINAYA,1,Anual,1,Abierta,"51,78",CALLE,VILLAMANTA,1,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:30:00,2,0,12,12,56,,,,,,,,,,true,,10,80,separar las mesas
2284,270184330,18,VILLA DE VALLECAS,CASCO H.VALLECAS,CALLE,11,28031,"447265,53","4469862,43",Abierto,CAFETERIA FRANCES,2,Estacional,1,Abierta,"48,62",CALLE,PICO MAMPODRE,11,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,2,,15,,68,,,,,,,,,,true,,10,80,separar las mesas
2285,180000498,18,VILLA DE VALLECAS,SANTA EUGENIA,CALLE,2,28031,"447642,53","4470441,43",Abierto,CASA GORI,1,Anual,1,Abierta,"41,4",CALLE,CESAR PASTOR LLOPIS,2,A,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,10,10,40,A,,,,,,,,,false,3,10,80,separar las mesas
2286,270524402,6,TETUAN,CASTILLEJOS,CALLE,53,28020,"441344,61","4479403,53",Abierto,LA TAGLIATELLA  PIZZERIE,1,Anual,1,Abierta,"42,22",CALLE,POETA JOAN MARAGALL,53,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,3,1,14,14,50,,,,,,,,,,true,,10,80,separar las mesas
2287,270442965,1,CENTRO,EMBAJADORES,CALLE,28,28012,"440898,59","4473222,52",Abierto,MESON RESTAURANTE O PAZO DE LUGO,1,Anual,1,Abierta,"38,16",CALLE,ARGUMOSA,28,,Acera,10:00:00,00:00:00,10:00:00,23:00:00,10:00:00,2:00:00,10:00:00,23:00:00,0,0,10,6,30,,,,,,,,,,false,3,10,80,separar las mesas
2288,210000223,21,BARAJAS,CORRALEJOS,AVENIDA,10,28042,"447676,58","4479363,44",Abierto,RESTAURANTE GREEN,1,Anual,1,Abierta,"41,6",AVENIDA,PARTENON,10,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,12,12,56,,,,,,,,,,true,,10,80,separar las mesas
2289,280007460,1,CENTRO,PALACIO,CALLE,11,28013,"439706,6","4474226,53",Abierto,ARBONAIDA,1,Anual,1,Abierta,"4,32",CALLE,SANTIAGO,11,,Calle peatonal,10:00:00,00:00:00,10:00:00,23:00:00,10:00:00,1:30:00,10:00:00,23:00:00,0,0,3,3,6,,,,,,,,,,,,10,80,separar las mesas
