_id,id_local,id_distrito_local,desc_distrito_local,desc_barrio_local,clase_vial_edificio,num_edificio,Cod_Postal,coordenada_x_local,coordenada_y_local,desc_situacion_local,Nombre,id_periodo_terraza,desc_periodo_terraza,id_situacion_terraza,desc_situacion_terraza,Superficie_ES,DESC_CLASE,DESC_NOMBRE,num_terraza,cal_terraza,desc_ubicacion_terraza,hora_ini_LJ_es,hora_fin_LJ_es,hora_ini_LJ_ra,hora_fin_LJ_ra,hora_ini_VS_es,hora_fin_VS_es,hora_ini_VS_ra,hora_fin_VS_ra,mesas_aux_es,mesas_aux_ra,mesas_es,mesas_ra,sillas_es,sillas_ra,,__1,__2,__3,__4,__5,__6,__7,inspeccionar,estado,revision.prox_inspeccion,revision.puntuacion,revision.comentario
7,280067128,20,SAN BLAS-CANILLEJAS,ROSAS,CALLE,177,28022,"448900,55","4474755,41",Abierto,SR,2,Estacional,1,Abierta,"7,2",CALLE,SOFIA,177,A,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,5,,10,A,,,,,,,,,false,2,10,80,separar las mesas
32,270068967,4,SALAMANCA,RECOLETOS,CALLE,19,28001,"441830,59","4475475,52",Abierto,JURUCHA,2,Estacional,1,Abierta,"18,38",CALLE,AYALA,19,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,10,,20,,,,,,,,,,false,2,10,80,separar las mesas
33,270403150,4,SALAMANCA,GUINDALERA,AVENIDA,2,28028,"442586,58","4476524,51",Cerrado,HONTANARES,1,Anual,1,Cerrado,"21,06",AVENIDA,AMERICA,2,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,9,9,27,,,,,,,,,,false,3,,,
34,270078567,4,SALAMANCA,GUINDALERA,CALLE,25,28028,"442986,58","4476379,5",Cerrado,BAR MARISQUERIA LUIS,1,Anual,1,Cerrado,"11,16",CALLE,ALONSO HEREDIA,25,,Calle peatonal,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,4,0,14,,,,,,,,,,,,,,
36,40002021,4,SALAMANCA,GUINDALERA,CALLE,10,28028,"442972,58","4476350,5",Cerrado,SAGAR,2,Estacional,1,Cerrado,"7,2",CALLE,ALONSO HEREDIA,22,,Calle peatonal,10:00:00,00:00:00,,,10:00:00,0:00:00,,,0,,5,,10,,,,,,,,,,,,,,
40,40002808,4,SALAMANCA,RECOLETOS,CALLE,14,28001,"441656,59","4475470,52",Abierto,WAGABOO,1,Anual,1,Abierta,"25,48",CALLE,AYALA,14,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,1,1,8,8,24,,,,,,,,,,false,3,10,80,separar las mesas
41,270495851,4,SALAMANCA,RECOLETOS,CALLE,59,28014,"441350,59","4474585,52",Abierto,THE JAMES JOYCE IRISH PUB,1,Anual,1,Abierta,"21,04",CALLE,ALCALA,59,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,6,6,24,,,,,,,,,,true,3,10,80,separar las mesas
44,40001459,4,SALAMANCA,GUINDALERA,AVENIDA,32,28028,"442926,58","4476681,5",Cerrado,HOTEL ABBA MADRID,2,Estacional,1,Cerrado,"19,44",AVENIDA,AMERICA,32,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,6,,24,,,,,,,,,,false,3,,,
50,180000457,18,VILLA DE VALLECAS,CASCO H.VALLECAS,PLAZA,5,28031,"447240,53","4470141,43",Abierto,LA PLAZA,1,Anual,1,Abierta,"84,68",PLAZA,JUAN DE MALASA?A,5,,Plaza peatonal,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,27,21,92,,,,,,,,,,,,10,80,separar las mesas
51,270076142,4,SALAMANCA,GUINDALERA,CALLE,225,28028,"443565,58","4475688,49",Cerrado,EL NUEVO RINC?N DE JA?N,2,Estacional,1,Cerrado,"32,98",CALLE,ALCALA,225,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,2,,14,,43,,,,,,,,,,true,,,,
52,270071068,4,SALAMANCA,GOYA,CALLE,127,28009,"442347,58","4474952,51",Abierto,VIENA CAPELLANES,1,Anual,1,Abierta,"7,02",CALLE,ALCALA,127,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,3,3,9,,,,,,,,,,true,1,10,80,separar las mesas
54,280062208,17,VILLAVERDE,SAN CRISTOBAL,CALLE,119,28021,"441294,52","4465802,5",Abierto,BAR LAS TORRES,2,Estacional,1,Abierta,"21,66",CALLE,MONCADA,119,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,6,,24,,,,,,,,,,false,3,10,80,separar las mesas
56,170000773,17,VILLAVERDE,LOS ROSALES,CALLE,73,28041,"441341,54","4467433,5",Abierto,KEBAB ARMENIA,2,Estacional,1,Abierta,"12,96",CALLE,VILLAJOYOSA,73,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,4,,16,,,,,,,,,,false,2,10,80,separar las mesas
58,270075832,4,SALAMANCA,FUENTE DEL BERRO,CALLE,172,28028,"443481,58","4475598,49",Abierto,CAFETERIA PARISIENA,2,Estacional,1,Abierta,"33,65",CALLE,ALCALA,172,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,8,,24,,,,,,,,,,true,3,10,80,separar las mesas
59,40001037,4,SALAMANCA,RECOLETOS,CALLE,105,28009,"442069,58","4474794,51",Abierto,BAR-RESTAURANTE,1,Anual,1,Abierta,"26,86",CALLE,ALCALA,105,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,10,10,20,,,,,,,,,,true,2,10,80,separar las mesas
60,180000598,18,VILLA DE VALLECAS,CASCO H.VALLECAS,CALLE,7,28031,"447266,53","4469503,43",Abierto,EL RINCON DEL TIO PEPE,1,Anual,1,Abierta,"34,07",CALLE,PE?A DE VARGAS,7,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,8,8,32,,,,,,,,,,false,3,10,80,separar las mesas
63,270266255,18,VILLA DE VALLECAS,CASCO H.VALLECAS,CALLE,4,28031,"447329,53","4469664,43",Abierto,BAR  SAN JULIAN,2,Estacional,1,Abierta,"9,72",CALLE,CONGOSTO,4,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,3,,12,,,,,,,,,,false,2,10,80,separar las mesas
66,200000837,20,SAN BLAS-CANILLEJAS,SIMANCAS,CALLE,13,28037,"446593,56","4475579,45",Abierto,BAR JOSUE,1,Anual,1,Abierta,"10,23",CALLE,MIERES,13,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,1:00:00,10:00:00,0:00:00,0,0,4,0,16,,,,,,,,,,false,2,10,80,separar las mesas
67,280067055,20,SAN BLAS-CANILLEJAS,REJAS,COLONIA,6,28022,"449558,56","4477260,41",Abierto,RESTAURANTE BAR TORRES,1,Anual,1,Abierta,"36,78",COLONIA,OCCIDENTE,6,,Acera,8:00:00,00:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,2,0,12,12,55,,,,,,,,,,true,,10,80,separar las mesas
68,270201818,17,VILLAVERDE,SAN ANDRES,CALLE,45,28021,"439136,54","4466098,52",Abierto,BONGO CAFE,2,Estacional,1,Abierta,"11,19",PASEO,ALBERTO PALACIOS,77,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,5,,13,,,,,,,,,,false,2,10,80,separar las mesas
69,270380946,4,SALAMANCA,RECOLETOS,CALLE,89,28009,"441877,58","4474703,52",Abierto,EL ARBOL Y LA TOSTA,1,Anual,1,Abierta,"5,04",CALLE,ALCALA,89,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,8,8,24,,,,,,,,,,true,3,10,80,separar las mesas
72,210000683,21,BARAJAS,TIMON,CALLE,30,28042,"450640,58","4480471,4",Abierto,BURGER KING,2,Estacional,1,Abierta,"29,16",AVENIDA,LOGRO?O,337,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,9,,36,,,,,,,,,,false,3,10,80,separar las mesas
73,280060978,18,VILLA DE VALLECAS,ENSANCHE DE VALLECAS,AVENIDA,44,28051,"448326,52","4468742,41",Abierto,RESTAURANTE 40 & CUATRO,1,Anual,1,Abierta,"97,2",CALLE,ENTREPE?AS,49,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,30,30,128,,,,,,,,,,true,,10,80,separar las mesas
74,270202022,18,VILLA DE VALLECAS,CASCO H.VALLECAS,CALLE,25,28031,"447532,53","4470237,43",Abierto,BAR-RESTAURANTE,1,Anual,1,Abierta,"104,6",CALLE,SIERRA GORDA,25,,Calle peatonal,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,30,16,112,,,,,,,,,,,,10,80,separar las mesas
76,170001120,17,VILLAVERDE,BUTARQUE,CALLE,11,28021,"442611,52","4466074,49",Abierto,CERVECERIA MINERVA,2,Estacional,1,Abierta,"28,8",CALLE,BERROCAL,11,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,8,,32,,,,,,,,,,false,3,10,80,separar las mesas
77,170000836,17,VILLAVERDE,LOS ROSALES,PLAZA,1,28021,"441337,53","4467033,5",Abierto,BAR DONDE SIEMPRE,1,Anual,1,Abierta,"64,12",PLAZA,CHOZAS DE CANALES,1,,Plaza peatonal,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,21,21,80,,,,,,,,,,,,10,80,separar las mesas
78,170001098,17,VILLAVERDE,LOS ROSALES,CALLE,4,28021,"441702,54","4467387,5",Abierto,LA PARADA ESQUINA,2,Estacional,1,Abierta,"47,96",CALLE,MARIA BARRIENTOS,4,A,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,2,,11,,52,A,,,,,,,,,true,,10,80,separar las mesas
79,270228707,17,VILLAVERDE,SAN ANDRES,PASEO,20,28021,"439581,54","4466421,52",Abierto,BURGUER CAROVI,1,Anual,1,Abierta,"29,13",PASEO,ALBERTO PALACIOS,20,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,10,10,40,,,,,,,,,,false,3,10,80,separar las mesas
80,170000967,17,VILLAVERDE,LOS ANGELES,CALLE,44,28041,"440773,55","4467749,51",Abierto,A GAIVOTI?A II,1,Anual,1,Abierta,"55,54",CALLE,LA DEL MANOJO DE ROSAS,44,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,16,10,64,,,,,,,,,,true,,10,80,separar las mesas
81,170000259,17,VILLAVERDE,LOS ANGELES,PASEO,2,28021,"440572,54","4466762,51",Abierto,PE?A DE FRANCIA,1,Anual,1,Abierta,"32,4",PASEO,TALLERES,2,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,15,15,68,,,,,,,,,,true,,10,80,separar las mesas
82,270456160,17,VILLAVERDE,SAN ANDRES,PASEO,48,28021,"440242,54","4466570,51",Abierto,LUCKY,1,Anual,1,Abierta,"12,96",PASEO,TALLERES,48,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,6,6,18,,,,,,,,,,false,2,10,80,separar las mesas
83,170002005,17,VILLAVERDE,LOS ANGELES,CALLE,102,28041,"440665,54","4467317,51",Abierto,EL KUBO,1,Anual,1,Abierta,"63,99",CALLE,LA DEL MANOJO DE ROSAS,102,,Plaza peatonal,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,16,8,64,,,,,,,,,,,,10,80,separar las mesas
84,270181857,17,VILLAVERDE,SAN ANDRES,PLAZA,4,28021,"439928,54","4466553,51",Abierto,BAR ASTURIAS,1,Anual,1,Abierta,"68,4",PLAZA,MAYOR DE VILLAVERDE,4,,Plaza peatonal,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,22,22,88,,,,,,,,,,,,10,80,separar las mesas
85,270379680,17,VILLAVERDE,LOS ROSALES,AVENIDA,63,28041,"441484,54","4467625,5",Abierto,LA ABUELA,2,Estacional,1,Abierta,"18,72",AVENIDA,OROVILLA,63,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,0,,8,,24,,,,,,,,,,false,3,10,80,separar las mesas
86,170000257,17,VILLAVERDE,LOS ANGELES,CALLE,11,28041,"441020,55","4467961,51",Abierto,BAR PEMA,1,Anual,1,Abierta,37,CALLE,PAN Y TOROS,11,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,11,11,50,,,,,,,,,,true,,10,80,separar las mesas
87,270286727,17,VILLAVERDE,LOS ANGELES,CALLE,37,28041,"441052,54","4467692,51",Abierto,CASA MONICA,1,Anual,1,Abierta,45,CALLE,PAN Y TOROS,37,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,7,7,28,,,,,,,,,,false,3,10,80,separar las mesas
88,180000366,18,VILLA DE VALLECAS,SANTA EUGENIA,CALLE,9,28031,"448357,53","4470622,41",Abierto,EL JARDIN DEL BACO,1,Anual,1,Abierta,"97,56",CALLE,CASTRILLO DE AZA,9,B,Acera,10:00:00,00:00:00,8:00:00,0:00:00,10:00:00,2:00:00,8:00:00,0:00:00,2,0,24,24,104,,,,,,,,,,true,,10,80,separar las mesas
89,270324826,18,VILLA DE VALLECAS,SANTA EUGENIA,CALLE,10,28031,"448373,53","4470489,41",Abierto,CERVECERIA LA TOMASA,1,Anual,1,Abierta,"48,6",CALLE,PUENTELARRA,10,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,15,15,68,,,,,,,,,,true,,10,80,separar las mesas
91,270032503,18,VILLA DE VALLECAS,SANTA EUGENIA,CALLE,8,28031,"448410,53","4470525,41",Abierto,BAR  LA HACIENDA,1,Anual,1,Abierta,"83,16",CALLE,PUENTELARRA,8,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,24,18,104,,,,,,,,,,true,,10,80,separar las mesas
95,270184841,18,VILLA DE VALLECAS,SANTA EUGENIA,CALLE,7,28031,"448430,53","4470416,41",Abierto,CERVECERIA LA TORRE,1,Anual,1,Abierta,"58,32",CALLE,PUENTELARRA,7,A,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,18,18,80,,,,,,,,,,true,,10,80,separar las mesas
98,270185092,18,VILLA DE VALLECAS,SANTA EUGENIA,CALLE,6,28031,"448569,53","4470101,41",Abierto,EL JARDIN DE BACO II,1,Anual,1,Abierta,"44,38",CALLE,FUENTESPINA,6,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,17,17,76,,,,,,,,,,true,,10,80,separar las mesas
101,170000673,17,VILLAVERDE,SAN ANDRES,PASEO,15,28021,"439620,54","4466399,52",Abierto,"ESTUDIO VILLAVERDE ALTO, SL",2,Estacional,1,Abierta,"25,92",PASEO,ALBERTO PALACIOS,15,,Calle peatonal,8:00:00,00:00:00,10:00:00,0:00:00,8:00:00,1:30:00,10:00:00,0:00:00,0,0,8,8,32,,,,,,,,,,,,10,80,separar las mesas
102,270456985,17,VILLAVERDE,SAN ANDRES,PASEO,83,28021,"439062,54","4466077,52",Abierto,LAS BEGONIAS,1,Anual,1,Abierta,"99,12",PASEO,ALBERTO PALACIOS,83,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,25,12,92,,,,,,,,,,true,,10,80,separar las mesas
103,170000832,17,VILLAVERDE,LOS ANGELES,CALLE,50,28041,"440871,54","4467123,51",Abierto,BAR CASA CONEL,1,Anual,1,Abierta,"13,2",CALLE,ANOETA,21,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,4,4,12,,,,,,,,,,false,2,10,80,separar las mesas
104,170001203,17,VILLAVERDE,BUTARQUE,CALLE,4,28021,"442609,52","4466445,49",Abierto,PASTELERIA PANADERIA CAFETERIA CHICO,2,Estacional,1,Abierta,30,CALLE,CANCHAL,4,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,10,,30,,,,,,,,,,false,3,10,80,separar las mesas
105,170000724,17,VILLAVERDE,SAN ANDRES,PASEO,39,28021,"439441,54","4466238,52",Abierto,BAR LAS NI?AS,1,Anual,1,Abierta,"10,08",PASEO,ALBERTO PALACIOS,39,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,7,7,14,,,,,,,,,,false,2,10,80,separar las mesas
106,270181482,17,VILLAVERDE,SAN ANDRES,CALLE,12,28021,"439235,54","4466441,52",Abierto,BAR MEZQUITA,1,Anual,1,Abierta,"8,64",CALLE,GRAFITO,12,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,6,3,12,,,,,,,,,,false,2,10,80,separar las mesas
107,170000308,17,VILLAVERDE,SAN ANDRES,CALLE,45,28021,"440117,54","4466833,51",Abierto,BAR RENATO,2,Estacional,1,Abierta,"98,81",CALLE,ALCOCER,45,A,Bulevar,8:00:00,00:00:00,,,8:00:00,1:30:00,,,1,,22,,88,A,,,,,,,,,,,10,80,separar las mesas
108,270020492,17,VILLAVERDE,SAN CRISTOBAL,CALLE,95,28021,"441813,52","4466134,5",Abierto,PEREZ CAFETERIA,1,Anual,1,Abierta,"19,44",CALLE,BENIMAMET,95,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,6,6,24,,,,,,,,,,false,3,10,80,separar las mesas
109,270539656,17,VILLAVERDE,BUTARQUE,CALLE,3,28021,"442506,52","4466515,49",Abierto,100 MONTADITOS,1,Anual,1,Abierta,"72,5",CALLE,BERROCAL,3,A,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,21,21,92,A,,,,,,,,,true,,10,80,separar las mesas
110,270183511,17,VILLAVERDE,LOS ANGELES,CALLE,1,28041,"440611,54","4467373,51",Abierto,RESTAURANTE GALLARDO,1,Anual,1,Abierta,"51,84",CALLE,HERMANDAD DE DONANTES DE SANGRE,1,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,16,16,72,,,,,,,,,,true,,10,80,separar las mesas
111,270023348,17,VILLAVERDE,LOS ANGELES,CALLE,7,28041,"440692,54","4467514,51",Abierto,LA ATALAYA,2,Estacional,1,Abierta,"97,2",CALLE,EL HUESPED DEL SEVILLANO,7,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,2,,30,,128,,,,,,,,,,true,,10,80,separar las mesas
112,170000123,17,VILLAVERDE,LOS ANGELES,CALLE,2,28041,"440699,55","4468091,51",Abierto,ALQUEZAR LA BODEGA DE COTE,1,Anual,1,Abierta,72,CALLE,LA CANCION DEL OLVIDO,2,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,20,20,88,,,,,,,,,,true,,10,80,separar las mesas
113,270314735,17,VILLAVERDE,BUTARQUE,AVENIDA,94,28021,"442293,53","4467170,49",Abierto,BAR SALINAS,1,Anual,1,Abierta,"57,82",AVENIDA,LOS ROSALES,94,,Otros,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,22,22,88,,,,,,,,,,,,10,80,separar las mesas
114,170000009,17,VILLAVERDE,LOS ANGELES,CALLE,78,28041,"440729,54","4467406,51",Abierto,JOSE,1,Anual,1,Abierta,27,CALLE,LA DEL MANOJO DE ROSAS,78,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,7,7,28,,,,,,,,,,false,3,10,80,separar las mesas
115,270488062,17,VILLAVERDE,SAN ANDRES,CALLE,2,28021,"439905,54","4466534,52",Abierto,CAFE SAXO,2,Estacional,1,Abierta,"77,76",PLAZA,MAYOR DE VILLAVERDE,9,,Plaza peatonal,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,24,,96,,,,,,,,,,,,10,80,separar las mesas
116,170000013,17,VILLAVERDE,SAN CRISTOBAL,CALLE,22,28021,"441634,52","4465850,5",Abierto,CERVECERIA SAN CRISTOBAL,2,Estacional,1,Abierta,"21,78",CALLE,ROCAFORT,22,A,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,6,,24,A,,,,,,,,,false,3,10,80,separar las mesas
117,270182385,17,VILLAVERDE,LOS ROSALES,CALLE,48,28041,"441185,54","4467321,51",Abierto,EL PORTON,1,Anual,1,Abierta,"99,84",CALLE,SAHARA,48,,Otros,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,21,21,84,,,,,,,,,,,,10,80,separar las mesas
119,270418033,17,VILLAVERDE,LOS ROSALES,PLAZA,6,28021,"441338,53","4467062,5",Abierto,DONER KEBAB PLAZA,1,Anual,1,Abierta,"32,4",PLAZA,CHOZAS DE CANALES,6,,Plaza peatonal,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,18,18,63,,,,,,,,,,,,10,80,separar las mesas
120,270033353,17,VILLAVERDE,SAN CRISTOBAL,CALLE,9,28021,"441482,52","4465904,5",Abierto,BAR PIRATA,1,Anual,1,Abierta,77,CALLE,ROCAFORT,9,B,Plaza peatonal,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,21,21,84,B,,,,,,,,,,,10,80,separar las mesas
121,20000100,2,ARGANZUELA,CHOPERA,PASEO,132,28045,"441013,58","4471631,52",Abierto,CERVECERIA LA LASTRA,1,Anual,1,Abierta,"17,36",PASEO,DELICIAS,132,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,6,6,16,,,,,,,,,,false,2,10,80,separar las mesas
122,20000172,2,ARGANZUELA,PALOS DE MOGUER,CALLE,28,28045,"441427,58","4472681,52",Abierto,BAR SORIA,1,Anual,1,Abierta,"37,41",CALLE,ANCORA,28,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,9,0,36,,,,,,,,,,false,3,10,80,separar las mesas
124,20001101,2,ARGANZUELA,IMPERIAL,PASEO,53,28005,"439273,59","4472845,53",Abierto,CERVECERIA CANTALEJO RESTAURANTE,1,Anual,1,Abierta,"47,81",PASEO,IMPERIAL,53,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,17,0,69,,,,,,,,,,true,,10,80,separar las mesas
125,270267597,2,ARGANZUELA,CHOPERA,CALLE,11,28045,"440774,58","4472081,52",Abierto,BAR ORENSE,1,Anual,1,Abierta,"12,96",CALLE,JAIME EL CONQUISTADOR,11,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,4,4,16,,,,,,,,,,false,2,10,80,separar las mesas
126,20001080,2,ARGANZUELA,CHOPERA,CALLE,15,28045,"440768,58","4472030,52",Abierto,BAR EL CONQUISTADOR,1,Anual,1,Abierta,"37,87",CALLE,JAIME EL CONQUISTADOR,15,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,12,0,55,,,,,,,,,,true,,10,80,separar las mesas
127,270055919,2,ARGANZUELA,CHOPERA,CALLE,29,28045,"440749,58","4471854,52",Abierto,CAFETERIA LOA,1,Anual,1,Abierta,"27,93",CALLE,JAIME EL CONQUISTADOR,29,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,8,0,26,,,,,,,,,,false,3,10,80,separar las mesas
128,200001508,20,SAN BLAS-CANILLEJAS,SIMANCAS,CALLE,49,28037,"446973,56","4475983,45",Abierto,LA SEDE D'ANDRUBEN,1,Anual,1,Abierta,"45,22",CALLE,VALDECANILLAS,49,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,14,14,64,,,,,,,,,,true,,10,80,separar las mesas
129,270458555,12,USERA,MOSCARDO,CALLE,14,28026,"440325,58","4471467,52",Abierto,"EL RINCON DE SIXTO,",1,Anual,1,Abierta,"39,06",CALLE,ANTONIO LOPEZ,101,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,1:30:00,10:00:00,0:00:00,2,0,11,20,52,,,,,,,,,,true,,10,80,separar las mesas
130,270524837,12,USERA,MOSCARDO,CALLE,137,28026,"440615,58","4471127,52",Abierto,SIN R?TULO,1,Anual,1,Abierta,"18,72",CALLE,ANTONIO LOPEZ,137,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,8,8,24,,,,,,,,,,false,3,10,80,separar las mesas
131,270228855,12,USERA,MOSCARDO,CALLE,39,28026,"440269,58","4471097,52",Abierto,BAR ALFIL,2,Estacional,1,Abierta,"32,61",CALLE,MIRASIERRA,39,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,1:30:00,10:00:00,0:00:00,0,0,10,10,40,,,,,,,,,,false,3,10,80,separar las mesas
132,270157776,12,USERA,PRADOLONGO,CALLE,50,28026,"439993,58","4470543,52",Abierto,BAR PISCIS,1,Anual,1,Abierta,"20,77",CALLE,DOLORES BARRANCO,50,,Acera,10:00:00,00:00:00,10:00:00,23:59:00,10:00:00,1:30:00,10:00:00,23:59:00,0,0,10,10,40,,,,,,,,,,false,3,10,80,separar las mesas
135,270438751,12,USERA,MOSCARDO,CALLE,131,28026,"440593,58","4471152,52",Abierto,LA ALEGRIA,1,Anual,1,Abierta,"20,52",CALLE,ANTONIO LOPEZ,131,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,5,5,20,,,,,,,,,,false,2,10,80,separar las mesas
136,270490968,12,USERA,ALMENDRALES,CALLE,21,28026,"440484,57","4470338,52",Abierto,BAR CLEMENTE,2,Estacional,1,Abierta,"16,38",CALLE,CRISTO DE LA VICTORIA,21,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,7,,21,,,,,,,,,,false,3,10,80,separar las mesas
137,270477281,12,USERA,SAN FERMIN,CALLE,27,28041,"441484,56","4469450,51",Abierto,CAFE BAR MARTIN,1,Anual,1,Abierta,"15,84",CALLE,SAN FORTUNATO,27,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,6,6,20,,,,,,,,,,false,2,10,80,separar las mesas
